size,id,geo/0,geo/1,url,boost,title,country
2,GaJ6wcs5,153.10939,-30.298613,/visit/coffs-harbour/GaJ6wcs5,false,Coffs Harbour,Australia
4,H4l5AJPE,-88.54261,44.024708,/visit/oshkosh-wi/H4l5AJPE,false,Oshkosh WI,United States
7,11aKt2wG,-79.23533,42.097004,/visit/jamestown-ny/11aKt2wG,false,Jamestown NY,United States
1,rj0ctksi,-45.46221,-22.925175,/visit/pindamonhangaba-sp/rj0ctksi,false,Pindamonhangaba SP,Brazil
4,kO83dby0,-104.877174,39.580746,/visit/centennial-co/kO83dby0,false,Centennial CO,United States
2,vqziFMmx,-89.2443,45.917175,/visit/eagle-river-wi/vqziFMmx,false,Eagle River WI,United States
2,HreNqvY3,-82.09209,39.76896,/visit/crooksville-oh/HreNqvY3,false,Crooksville OH,United States
2,bHTBpPyB,-90.6718,40.45921,/visit/macomb-il/bHTBpPyB,false,Macomb IL,United States
6,LPlUvV8C,-13.231723,8.465676,/visit/freetown/LPlUvV8C,true,Freetown,Sierra Leone
1,19Aj1BQS,111.34132,-6.709374,/visit/rembang/19Aj1BQS,false,Rembang,Indonesia
4,5BpiSaBV,-117.289764,34.108345,/visit/san-bernardino-ca/5BpiSaBV,false,San Bernardino CA,United States
4,PZHGHdbh,-90.8838,46.59244,/visit/ashland-wi/PZHGHdbh,false,Ashland WI,United States
1,UzrJQMx-,-57.833908,-34.46072,/visit/colonia-del-sacramento/UzrJQMx-,false,Colonia del Sacramento,Uruguay
1,NmnYdVKq,29.001898,-24.177177,/visit/mokopane/NmnYdVKq,false,Mokopane,South Africa
3,pCcqFG6i,-76.5105,43.455345,/visit/oswego-ny/pCcqFG6i,false,Oswego NY,United States
3,3xVw3888,-88.81395,35.614517,/visit/jackson-tn/3xVw3888,false,Jackson TN,United States
4,KaE9CPG7,-84.01769,33.66761,/visit/conyers-ga/KaE9CPG7,false,Conyers GA,United States
5,ntgRFTwk,-71.252884,-34.977985,/visit/curico/ntgRFTwk,false,Curico,Chile
4,YRuu7KeO,-81.402336,40.875893,/visit/north-canton-oh/YRuu7KeO,false,North Canton OH,United States
2,KbzMYDIW,-73.68467,5.144814,/visit/chocont/KbzMYDIW,false,Chocontá,Colombia
7,dricMfkW,-80.08506,42.129223,/visit/erie-pa/dricMfkW,false,Erie PA,United States
4,7rl6Drj1,100.87708,12.9276085,/visit/pattaya/7rl6Drj1,false,Pattaya City,Thailand
2,pG7Amjxq,-73.69179,42.728413,/visit/troy-ny/pG7Amjxq,false,Troy NY,United States
7,FbtE5Fc9,44.36149,33.312805,/visit/baghdad/FbtE5Fc9,false,Baghdad,Iraq
2,bKgYWWQU,-2.4282193,53.576866,/visit/bolton/bKgYWWQU,false,Bolton,United Kingdom
4,IgIAlhdo,-75.53979,39.73907,/visit/wilmington-de/IgIAlhdo,false,Wilmington DE,United States
2,4h1Hwa5X,-52.262943,-15.915309,/visit/pontal-do-araguaia-mt/4h1Hwa5X,false,Pontal do Araguaia MT,Brazil
5,kxEs9l2m,126.97797,37.566536,/visit/seoul/kxEs9l2m,true,Seoul,South Korea
1,NK6xZSCF,-74.363205,40.54316,/visit/metuchen-nj/NK6xZSCF,false,Metuchen NJ,United States
7,VFyKPYqY,10.991622,45.438385,/visit/verona/VFyKPYqY,false,Verona,Italy
1,BFfL1xlL,-3.992534,55.945667,/visit/cumbernauld/BFfL1xlL,false,Cumbernauld,United Kingdom
2,jGvBCQL7,-58.642986,-34.452972,/visit/general-pacheco/jGvBCQL7,false,General Pacheco,Argentina
4,COwuflBW,-84.15574,31.578506,/visit/albany-ga/COwuflBW,false,Albany GA,United States
1,aStCQO91,29.819487,40.71675,/visit/goelcuek/aStCQO91,false,Gölcük,Turkey
2,HX7hz7GJ,-72.81856,-39.8625,/visit/los-lagos/HX7hz7GJ,false,Los Lagos,Chile
2,u33QRu7F,76.29988,9.981636,/visit/ernakulam/u33QRu7F,false,Ernakulam,India
